SiteID,Observation,Date,Observation_Start_PST,Observation_Start_Total_Sec,Chips_Calls_SS,Chip_Call_Cessation_SS,Singing_SS,Singing_Cessation_SS,Chips_Calls_ST,Chip_Call_Cessation_ST,Singing_ST,Singing_Cessation_ST,Chips_Calls_LG,Chip_Call_Cessation_LG,Singing_LG,Singing_Cessation_LG,Chips_Calls_BCC,Chip_Call_Cessation_BCC,Singing_BCC,Singing_Cessation_BCC,Chips_Calls_BW,Chip_Call_Cessation_BW,Singing_BW,Singing_Cessation_BW,Chips_Calls_GCS,Chip_Call_Cessation_GCS,Singing_GCS,Singing_Cessation_GCS,Chips_Calls_RCK,Chip_Call_Cessation_RCK,Singing_RCK,Singing_Cessation_RCK,Chips_Calls_Non_SS,Chip_Call_Cessation_Non_SS,Singing_Non_SS,Singing_Cessation_Non_SS,Chips_Calls_All,Chip_Call_Cessation_All,Singing_All,Singing_Cessation_All,User_Groups,Total_Humans,Total_Dogs,Human_Noise_Max,Dog_Noise_Max,Noise_Max,User_Group_Composition,Humans_UserG1,User_Group_Speed_1_UserG1,User_Group_Speed_2_UserG1,User_Group_Speed_3_UserG1,User_Group_Speed_Max_UserG1,User_Group_Speed_Der1_UserG1,User_Group_Speed_Der2_UserG1,Human_Noise_1_UserG1,Human_Noise_2_UserG1,Human_Noise_3_UserG1,Human_Noise_Max_UserG1,Human_Noise_Der1_UserG1,Human_Noise_Der2_UserG1,Tool_Use_UserG1,Dogs_UserG1,Leash_UserG1,Dog_Noise_1_UserG1,Dog_Noise_2_UserG1,Dog_Noise_Max_UserG1,Dog_Noise_Der_UserG1,Path_Dogs_1_UserG1,Path_Dogs_2_UserG1,Path_Dogs_Der_UserG1,Humans_UserG2,User_Group_Speed_1_UserG2,User_Group_Speed_2_UserG2,User_Group_Speed_Max_UserG2,User_Group_Speed_Dev_UserG2,Human_Noise_1_UserG2,Human_Noise_2_UserG2,Human_Noise_Max_UserG2,Human_Noise_Dev_UserG2,Tool_Use_UserG2,Dogs_UserG2,Leash_UserG2,Dog_Noise_1_UserG2,Dog_Noise_Max_UserG2,Path_Dogs_1_UserG2,Path_Dogs_2_UserG2,Path_Dogs_Der_User2,Humans_UserG3,User_Group_Speed_1_UserG3,User_Group_Speed_2_UserG3,User_Group_Speed_Max_UserG3,User_Group_Speed_Dev_UserG3,Human_Noise_1_UserG3,Human_Noise_2_UserG3,Human_Noise_Max_UserG3,Human_Noise_Dev_UserG3,Tool_Use_UserG3,Dogs_UserG3,Leash_UserG3,Dog_Noise_1_UserG3,Dog_Noise_2_UserG3,Dog_Noise_Max_UserG3,Dog_Noise_Dev_UserG3,Path_Dogs_UserG3,Observation_End_PST,Observation_End_Total_Sec,Observation_Midpoint,Observation_Duration,Noise_Pollution,Frogs
sellwood,19,9/28/2024,9:02:38 AM,3736,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:04:06 AM,3824,3780,88,0,0
sellwood,20,9/28/2024,9:05:29 AM,3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,5,Dogs,1,2,,,2,0,,2,3,,3,1,0,,1,1,0,,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:05:47 AM,3925,3916,18,0,0
sellwood,21,9/28/2024,9:07:24 AM,4022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,3,0,4,No dogs,2,2,,,2,0,,2,1,,2,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:07:43 AM,4041,4032,19,0,0
sellwood,22,9/28/2024,9:08:51 AM,4109,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:11:00 AM,4238,4174,129,0,0
sellwood,23,9/28/2024,9:12:39 AM,4337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,No dogs,1,2,0,,2,-2,0,0,,,0,0,,,,0,0,,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:13:01 AM,4359,4348,22,0,0
sellwood,24,9/28/2024,9:16:20 AM,4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,Dogs,1,2,,,2,0,,,,,,,,,1,0,1,,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:16:43 AM,4581,4570,23,0,0
sellwood,25,9/28/2024,9:17:14 AM,4612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,2,3,Dogs,1,1,,,1,0,,0,,,0,0,,,2,0,1,,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:17:42 AM,4640,4626,28,0,0
sellwood,26,9/28/2024,9:19:00 AM,4718,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:20:28 AM,4806,4762,88,0,0
smith bybee,1,9/29/2024,8:01:15 AM,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:03:23 AM,128,64,128,0,0
smith bybee,2,9/29/2024,8:15:35 AM,860,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:17:26 AM,971,916,111,1,0
smith bybee,3,9/29/2024,8:25:46 AM,1471,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:27:47 AM,1592,1532,121,0,0
smith bybee,4,9/29/2024,8:30:03 AM,1728,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:31:34 AM,1819,1774,91,0,0
smith bybee,5,9/29/2024,8:35:28 AM,2053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:37:15 AM,2160,2107,107,0,0
smith bybee,6,9/29/2024,8:40:01 AM,2326,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:41:16 AM,2401,2364,75,0,0
smith bybee,7,9/29/2024,8:45:03 AM,2628,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:46:30 AM,2715,2672,87,0,0
smith bybee,8,9/29/2024,8:50:15 AM,2940,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:51:23 AM,3008,2974,68,0,0
smith bybee,9,9/29/2024,8:55:01 AM,3226,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:56:18 AM,3303,3265,77,0,0
smith bybee,10,9/29/2024,9:00:08 AM,3533,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:01:35 AM,3620,3577,87,0,0
smith bybee,11,9/29/2024,9:05:09 AM,3834,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:06:39 AM,3924,3879,90,0,0
smith bybee,12,9/29/2024,9:10:03 AM,4128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:11:28 AM,4213,4171,85,0,0
smith bybee,13,9/29/2024,9:15:02 AM,4427,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:16:27 AM,4512,4470,85,0,0
smith bybee,14,9/29/2024,9:20:02 AM,4727,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:21:43 AM,4828,4778,101,0,0
smith bybee,15,9/29/2024,9:25:05 AM,5030,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:26:32 AM,5117,5074,87,0,0
smith bybee,16,9/29/2024,9:30:03 AM,5328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:31:30 AM,5415,5372,87,0,0
smith bybee,17,9/29/2024,9:35:02 AM,5627,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:36:17 AM,5702,5665,75,0,0
smith bybee,18,9/29/2024,9:40:05 AM,5930,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:41:25 AM,6010,5970,80,0,0
smith bybee,19,9/29/2024,9:45:10 AM,6235,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:46:30 AM,6315,6275,80,0,0
smith bybee,20,9/29/2024,9:50:01 AM,6526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:50:33 AM,6558,6542,32,0,0
smith bybee,21,9/29/2024,9:50:55 AM,6580,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,1,No dogs,2,2,,,2,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:51:15 AM,6600,6590,20,0,0
smith bybee,22,9/29/2024,9:55:04 AM,6829,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:56:19 AM,6904,6867,75,0,0
smith bybee,23,9/29/2024,10:00:01 AM,7126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:01:10 AM,7195,7161,69,0,0
oaks,24,9/30/2024,8:00:01 AM,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:01:28 AM,87,44,87,0,0
oaks,25,9/30/2024,8:05:04 AM,303,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:06:32 AM,391,347,88,0,0
oaks,26,9/30/2024,8:10:07 AM,606,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:11:23 AM,682,644,76,0,0
oaks,27,9/30/2024,8:15:05 AM,904,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:16:26 AM,985,945,81,0,0
oaks,28,9/30/2024,8:19:18 AM,1157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2,1,3,Dogs,1,2,,,2,0,,1,0,,1,-1,0,,1,1,0,,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:19:42 AM,1181,1169,24,0,0
oaks,29,9/30/2024,8:21:53 AM,1312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:23:13 AM,1392,1352,80,0,0
oaks,30,9/30/2024,8:24:50 AM,1549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,1,1,2,Dogs,2,2,,,2,0,,0,,,0,0,,,1,1,0,,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:25:18 AM,1577,1563,28,0,0
oaks,31,9/30/2024,8:26:23 AM,1582,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:27:44 AM,1663,1623,81,0,0
oaks,32,9/30/2024,8:30:01 AM,1800,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:31:17 AM,1876,1838,76,0,0
oaks,33,9/30/2024,8:35:02 AM,2101,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:36:29 AM,2188,2145,87,0,0
oaks,34,9/30/2024,8:40:04 AM,2403,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:41:29 AM,2488,2446,85,0,0
oaks,35,9/30/2024,8:45:07 AM,2706,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:46:35 AM,2794,2750,88,0,0
oaks,36,9/30/2024,8:48:16 AM,2895,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3,1,1,1,2,Dogs,3,2,,,2,0,,0,,,0,0,,,1,1,0,,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:48:44 AM,2923,2909,28,0,0
oaks,37,9/30/2024,8:50:01 AM,3000,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:51:15 AM,3074,3037,74,0,0
oaks,38,9/30/2024,8:55:30 AM,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,No dogs,1,2,,,2,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:55:50 AM,3349,3339,20,0,0
oaks,39,9/30/2024,8:57:09 AM,3428,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:58:28 AM,3507,3468,79,0,0
oaks,40,9/30/2024,9:00:02 AM,3601,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:01:21 AM,3680,3641,79,0,0
oaks,41,9/30/2024,9:06:02 AM,3961,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,3,0,3,No dogs,1,1,0,,1,-1,,2,0,,2,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:06:39 AM,3998,3980,37,0,0
oaks,42,9/30/2024,9:08:44 AM,4123,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,No dogs,1,3,,,3,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:08:53 AM,4132,4128,9,0,0
oaks,43,9/30/2024,9:10:03 AM,4202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:11:14 AM,4273,4238,71,0,0
oaks,44,9/30/2024,9:16:19 AM,4578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:17:23 AM,4642,4610,64,0,0
oaks,45,9/30/2024,9:20:04 AM,4803,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:21:18 AM,4877,4840,74,0,0
oaks,46,9/30/2024,9:23:36 AM,5015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,2,Dogs,1,3,,,3,0,,0,,,0,0,,,1,1,0,,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:23:48 AM,5027,5021,12,0,0
oaks,47,9/30/2024,9:25:04 AM,5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:26:12 AM,5171,5137,68,0,0
oaks,48,9/30/2024,9:26:39 AM,5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,No dogs,1,2,,,2,0,,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:27:10 AM,5229,5214,31,0,0
oaks,49,9/30/2024,9:29:54 AM,5393,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:30:54 AM,5453,5423,60,0,0
oaks,50,9/30/2024,9:31:32 AM,5491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,4,0,4,No dogs,3,2,,,2,0,,3,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:32:05 AM,5524,5508,33,0,0
oaks,51,9/30/2024,9:35:48 AM,5747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3,0,3,No dogs,1,3,,,3,0,,2,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:36:03 AM,5762,5755,15,0,0
oaks,52,9/30/2024,9:37:07 AM,5826,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:38:24 AM,5903,5865,77,0,0
oaks,53,9/30/2024,9:40:02 AM,6001,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,No users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:41:19 AM,6078,6040,77,0,0
oaks,54,9/30/2024,9:41:51 AM,6110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,No dogs,1,2,,,2,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:42:18 AM,6137,6124,27,0,0
oaks,55,9/30/2024,9:44:23 AM,6262,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,No dogs,1,0,1,,1,1,0,0,,,0,0,,binoculars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:45:13 AM,6312,6287,50,0,0
oaks,56,9/30/2024,9:45:49 AM,6288,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,No dogs,1,2,,,2,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:46:15 AM,6313,6301,25,0,0
